metric,description,classification
f1351310,Average_Household_Size=2010,INTENSIVE
f1351410,Average_Family_Size=2010,INTENSIVE
f1351510,Housing_Units=2010,EXTENSIVE
f1351610,American_Indian_Apache_Population=2010,EXTENSIVE
f1351710,American_Indian_Blackfeet_Population=2010,EXTENSIVE
f1351810,American_Indian_Cherokee_Population=2010,EXTENSIVE
f1351910,American_Indian_Cheyenne_Population=2010,EXTENSIVE
f1352010,American_Indian_Chickasaw_Population=2010,EXTENSIVE
f1352110,American_Indian_Chippewa_Population=2010,EXTENSIVE
f1352210,American_Indian_Choctaw_Population=2010,EXTENSIVE
f1352310,American_Indian_Colville_Population=2010,EXTENSIVE
f1352410,American_Indian_Comanche_Population=2010,EXTENSIVE
f1352510,American_Indian_Cree_Population=2010,EXTENSIVE
f1352610,American_Indian_Creek_Population=2010,EXTENSIVE
f1352710,American_Indian_Crow_Population=2010,EXTENSIVE
f1352810,American_Indian_Delaware_Population=2010,EXTENSIVE
f1352910,American_Indian_Houma_Population=2010,EXTENSIVE
f1353010,American_Indian_Iroquois_Population=2010,EXTENSIVE
f1353110,American_Indian_Kiowa_Population=2010,EXTENSIVE
f1353310,American_Indian_Lumbee_Population=2010,EXTENSIVE
f1353410,American_Indian_Menominee_Population=2010,EXTENSIVE
f1353510,American_Indian_Navajo_Population=2010,EXTENSIVE
f1353610,American_Indian_Osage_Population=2010,EXTENSIVE
f1353710,American_Indian_Ottawa_Population=2010,EXTENSIVE
f1353810,American_Indian_Paiute_Population=2010,EXTENSIVE
f1353910,American_Indian_Pima_Population=2010,EXTENSIVE
f1354010,American_Indian_Potawatomi_Population=2010,EXTENSIVE
f1354110,American_Indian_Pueblo_Population=2010,EXTENSIVE
f1354210,American_Indian_Puget_Sound_Salish_Population=2010,EXTENSIVE
f1354310,American_Indian_Seminole_Population=2010,EXTENSIVE
f1354410,American_Indian_Shoshone_Population=2010,EXTENSIVE
f1354510,American_Indian_Sioux_Population=2010,EXTENSIVE
f1354610,American_Indian_Tohono_O'Odham_Population=2010,EXTENSIVE
f1354710,American_Indian_Ute_Population=2010,EXTENSIVE
f1354810,American_Indian_Yakama_Population=2010,EXTENSIVE
f1354910,American_Indian_Yaqui_Population=2010,EXTENSIVE
f1355010,American_Indian_Yuman_Population=2010,EXTENSIVE
f1355110,American_Indian_All_Other_Tribes_Population=2010,EXTENSIVE
f1355210,American_Indian_Tribe_Unspecified_Population=2010,EXTENSIVE
f1355310,Alaska_Native_Alaska_Athabascan_Population=2010,EXTENSIVE
f1355410,Alaska_Native_Aleutian_Population=2010,EXTENSIVE
f1355610,Alaska_Native_Tlingit_Haida_Population=2010,EXTENSIVE
f1355810,Alaska_Native_Tribe_Unspecified_Population=2010,EXTENSIVE
f1355910,American_Indian_Alaska_Tribe_Unspecified_Population=2010,EXTENSIVE
f1356010,Asian_Asian_Indian_Population=2010,EXTENSIVE
f1356110,Asian_Bangladeshi_Population=2010,EXTENSIVE
f1356210,Asian_Cambodian_Population=2010,EXTENSIVE
f1356310,Asian_Chinese_Population_Excluding_Taiwanese=2010,EXTENSIVE
f1356410,Asian_Filipino_Population=2010,EXTENSIVE
f1356510,Asian_Hmong_Population=2010,EXTENSIVE
f1356610,Asian_Indonesian_Population=2010,EXTENSIVE
f1356710,Asian_Japanese_Population=2010,EXTENSIVE
f1356810,Asian_Korean_Population=2010,EXTENSIVE
f1356910,Asian_Laotian_Population=2010,EXTENSIVE
f1357010,Asian_Malaysian_Population=2010,EXTENSIVE
f1357110,Asian_Pakistani_Population=2010,EXTENSIVE
f1357210,Asian_Sri_Lankan_Population=2010,EXTENSIVE
f1357310,Asian_Taiwanese_Population=2010,EXTENSIVE
f1357410,Asian_Thai_Population=2010,EXTENSIVE
f1357510,Asian_Vietnamese_Population=2010,EXTENSIVE
f1357610,Asian_Other_Population=2010,EXTENSIVE
f1357710,Asian_Other_Unspecified_Population=2010,EXTENSIVE
f1357810,Polynesian_Native_Hawaiian_Population=2010,EXTENSIVE
f1357910,Polynesian_Samoan_Population=2010,EXTENSIVE
f1358010,Polynesian_Tongan_Population=2010,EXTENSIVE
f1358110,Polynesian_Other_Population=2010,EXTENSIVE
f1358210,Micronesian_Guamanian_Chamorro_Population=2010,EXTENSIVE
f1358310,Micronesian_Other_Population=2010,EXTENSIVE
f1358410,Melanesian_Fijian_Population=2010,EXTENSIVE
f1358510,Melanesian_Other_Population=2010,EXTENSIVE
f1358610,Other_Pacific_Islander_Unspecified_Population=2010,EXTENSIVE
f1358710,Hispanic_Latino_Origin_Mexican_Population=2010,EXTENSIVE
f1358810,Hispanic_Latino_Origin_Puerto_Rican_Population=2010,EXTENSIVE
f1358910,Hispanic_Latino_Origin_Cuban_Population=2010,EXTENSIVE
f1359010,Hispanic_Latino_Origin_Dominican_Population=2010,EXTENSIVE
f1359110,Hispanic_Latino_Origin_Central_American_Population=2010,EXTENSIVE
f1359210,Hispanic_Latino_Origin_South_American_Population=2010,EXTENSIVE
f1359310,Hispanic_Latino_Origin_Other_Hispanic_Population=2010,EXTENSIVE
f1359420,Veteran_Population_Estimate_Male=2020,EXTENSIVE
f1359520,Veteran_Population_Estimate_Female=2020,EXTENSIVE
f1360116,3_Year_White_Births=2016-18,EXTENSIVE
f1360216,3_Year_Black_Births=2016-18,EXTENSIVE
f1360316,3_Year_Other_Births=2016-18,EXTENSIVE
f1360416,3_Year_Hispanic_Births=2016-18,EXTENSIVE
f1360516,3_Year_Very_Low_Birth_Weight_Births=2016-18,EXTENSIVE
f1360616,3_Year_Births_to_Teens_<_18_Years=2016-18,EXTENSIVE
f1360816,3_Year_Births_Preterm=2016-18,EXTENSIVE
f1361318,#_Hospital_with_Ambulance_Services=2018,EXTENSIVE
f1361418,#_Hospital_with_Enabling_Services=2018,EXTENSIVE
f1361518,#_Hospital_with_Palliative_Care_Program=2018,EXTENSIVE
f1361618,#_Hospital_with_Enroll(Insurance)Assist_Program=2018,EXTENSIVE
f1361718,#_Hospital_with_Hemodialysis=2018,EXTENSIVE
f1361818,#_Hospital_with_Sleep_Center=2018,EXTENSIVE
f1361918,#_Hospital_with_Tobacco_Treatment_Service=2018,EXTENSIVE
f1363518,Vascular_Medical_Medicine_Total=2018,EXTENSIVE
f1363618,Vascular_Medical_Medicine_Total_Patient_Care=2018,EXTENSIVE
f1363718,Vascular_Medical_Medicine_Patient_Care_Office_Based=2018,EXTENSIVE
f1363818,Vascular_Medical_Medicine_Patient_Care_Hospital_Resident=2018,EXTENSIVE
f1363918,Vascular_Medical_Medicine_Patient_Care_Hospital_Full_Time_Staff=2018,EXTENSIVE
f1364218,Vascular_Medical_Medicine_Research=2018,EXTENSIVE
f1364418,Vascular_Medicine_<_35=2018,EXTENSIVE
f1364518,Vascular_Medicine_35_44=2018,EXTENSIVE
f1364618,Vascular_Medicine_45_54=2018,EXTENSIVE
f1364718,Vascular_Medicine_55_64=2018,EXTENSIVE
f1364818,Vascular_Medicine_65_74=2018,EXTENSIVE
f1364918,Vascular_Medicine_75_+=2018,EXTENSIVE
f1365018,Transplant_Surgical_Total=2018,EXTENSIVE
f1365118,Transplant_Surgical_Total_Patient_Care=2018,EXTENSIVE
f1365218,Transplant_Surgical_Patient_Care_Office_Based=2018,EXTENSIVE
f1365418,Transplant_Surgical_Patient_Care_Hospital_Full_Time_Staff=2018,EXTENSIVE
f1365518,Transplant_Surgical_Administration=2018,EXTENSIVE
f1365618,Transplant_Surgical_Teaching=2018,EXTENSIVE
f1365718,Transplant_Surgical_Research=2018,EXTENSIVE
f1366018,Transplantation_Surgery_35_44=2018,EXTENSIVE
f1366118,Transplantation_Surgery_45_54=2018,EXTENSIVE
f1366218,Transplantation_Surgery_55_64=2018,EXTENSIVE
f1366318,Transplantation_Surgery_65_74=2018,EXTENSIVE
f1366418,Transplantation_Surgery_75_+=2018,EXTENSIVE
f1366510,Physician_Assist_Gender_Unknown=2010,EXTENSIVE
f1366610,Physician_Assistants_Active=2010,EXTENSIVE
f1366701,Chiropractors=2001,EXTENSIVE
f1367501,Nurse_Practitioners=2001,EXTENSIVE
f1368000,Rural_Nonfarm_Population=2000,EXTENSIVE
f1387016,3_Year_Births_to_Unmarried_Mother=2016-18,EXTENSIVE
f1387410,Total_Area_in_Square_Miles=2010,LAND
f1387510,Water_Area_in_Square_Miles=2010,LAND
f1387610,Population_Density_per_Square_Mile=2010,INTENSIVE
f1387710,Housing_Unit_Density_per_Square_Male=2010,INTENSIVE
f1387818,M.D.'s_Total_Inactive=2018,EXTENSIVE
f1387918,Total_Doctors_of_Osteopathic_Medicine_Total_Non_Federal_&_Federal=2018,EXTENSIVE
f1388018,Total_Doctors_of_Osteopathic_Medicine_Total_Non_Federal=2018,EXTENSIVE
f1388118,Total_Doctors_of_Osteopathic_Medicine_Total_Federal=2018,EXTENSIVE
f1388218,Total_Active_D.O.s_Non_Federal_&_Federal=2018,EXTENSIVE
f1388318,Total_Active_D.O.s_Non_Federal=2018,EXTENSIVE
f1388418,Total_Active_D.O.s_Federal=2018,EXTENSIVE
f1389120,Core_Based_Statistical_Area_Code(Core_Based_Statistical_Area)=2020,META
f1389320,Combined_Statistical_Area_Code=2020,META
f1390618,Population_Total_Male=2018,EXTENSIVE
f1390718,Population_Total_Female=2018,EXTENSIVE
f1390818,Population_White_Male=2018,EXTENSIVE
f1390918,Population_White_Female=2018,EXTENSIVE
f1391018,Population_Black_African_American_Male=2018,EXTENSIVE
f1391118,Population_Black_African_American_Female=2018,EXTENSIVE
f1391218,Population_American_Indian_Alaska_Native_Male=2018,EXTENSIVE
f1391318,Population_American_Indian_Alaska_Native_Female=2018,EXTENSIVE
f1391418,Population_Asian_Male=2018,EXTENSIVE
f1391518,Population_Asian_Female=2018,EXTENSIVE
f1391618,Population_Native_Hawaii_Other_Pacific_Islander_Male=2018,EXTENSIVE
f1391718,Population_Native_Hawaii_Other_Pacific_Islander_Female=2018,EXTENSIVE
f1391818,Population_Two_or_more_Races_Male=2018,EXTENSIVE
f1391918,Population_Two_or_more_Races_Female=2018,EXTENSIVE
f1392018,Population_Total_Hispanic_Latino_Male=2018,EXTENSIVE
f1392118,Population_Total_Hispanic_Latino_Female=2018,EXTENSIVE
f1392218,Population_Total_Non_Hispanic_Latino_Male=2018,EXTENSIVE
f1392318,Population_Total_Non_Hispanic_Latino_Female=2018,EXTENSIVE
f1392418,Population_White_Hispanic_Latino_Male=2018,EXTENSIVE
f1392518,Population_White_Hispanic_Latino_Female=2018,EXTENSIVE
f1392618,Population_White_Non_Hispanic_Latino_Male=2018,EXTENSIVE
f1392718,Population_White_Non_Hispanic_Latino_Female=2018,EXTENSIVE
f1392818,#_Hospital_with_Airborne_Infection_Isolation_Room=2018,EXTENSIVE
f1392918,#_Airborne_Infection_Isolation_Rooms=2018,EXTENSIVE
f1393018,#_Hospital_with_Bariatric_Weight_Control_Service=2018,EXTENSIVE
f1393118,#_Hospital_with_Chaplain_Pastor_Care_Service=2018,EXTENSIVE
f1393218,#_Hospital_with_Linguistic_Translation_Service=2018,EXTENSIVE
f1393318,#_Hospital_with_Neurological_Services=2018,EXTENSIVE
f1393418,#_Hospital_with_Orthopedic_Services=2018,EXTENSIVE
f1393518,#_Hospital_with_Swing_Bed_Services=2018,EXTENSIVE
f1393618,#_Hospital_with_Wound_Management_Services=2018,EXTENSIVE
f1395810,Physician_Assistants_Inactive=2010,EXTENSIVE
f1395903,Physician_Assistants_Primary_Care=2003,EXTENSIVE
f1396003,Physician_Assistants_Surgical_Specialty=2003,EXTENSIVE
f1396103,Physician_Assistants_Other_Specialty=2003,EXTENSIVE
f1396203,Physician_Assistants_Unknown_Specialty=2003,EXTENSIVE
f1396313,Certified_Nurse_Midwives=2013,EXTENSIVE
f1396403,Certified_Nurse_Midwives_Full_Time=2003,EXTENSIVE
f1396503,Certified_Nurse_Midwives_Partial_Time=2003,EXTENSIVE
f1396603,Certified_Nurse_Midwives_Retired_Not_Employment=2003,EXTENSIVE
f1396703,Certified_Nurse_Midwife_Unknown_Employment_Statistical=2003,EXTENSIVE
f1396803,Certified_Nurse_Midwives_Full_Time_Hospital_Medical_Medicine=2003,EXTENSIVE
f1396903,Certified_Nurse_Midwives_Full_Time_Midwife_Physical_Practice=2003,EXTENSIVE
f1397003,Certified_Nurse_Midwives_Full_Time_Education_Institute=2003,EXTENSIVE
f1397103,Certified_Nurse_Midwives_Full_Time_Other_Employment_Type=2003,EXTENSIVE
f1397203,Certified_Nurse_Midwives_Full_Time_Unknown_Employment_Type=2003,EXTENSIVE
f1397315,Economic_Dependent_Typology_Code=2015,INTENSIVE
f1397515,Low_Education_Typology_Code=2015,INTENSIVE
f1397615,Low_Employment_Typology_Code=2015,INTENSIVE
f1397715,Population_Loss_Typology_Code=2015,EXTENSIVE
f1397918,Population_Black_African_American_Non_Hispanic_Latino_Male=2018,EXTENSIVE
f1398018,Population_Black_African_American_Non_Hispanic_Latino_Female=2018,EXTENSIVE
f1398118,Population_Black_African_Hispanic_Latino_Male=2018,EXTENSIVE
f1398218,Population_Black_African_Hispanic_Latino_Female=2018,EXTENSIVE
f1399919,Population_Estimate_in_Group_Quarters=2019,EXTENSIVE
f1400018,#_Hospital_with_Alzheimer_Center=2018,EXTENSIVE
f1400218,#_Hospital_with_Chemotherapy=2018,EXTENSIVE
f1400418,#Hispanic_with_Intensive_Modulated_Radiation_Therapy=2018,EXTENSIVE
f1400518,#Hispanic_with_Electronic_Beam_Computed_Tomography=2018,EXTENSIVE
f1400618,#Hispanic_with_Multislice_Spanish_Combined_Tomography_<64=2018,EXTENSIVE
f1400718,#_Hospital_with_Fertility_Clinic=2018,EXTENSIVE
f1400818,#Hospital_with_Genetic_Test_Counseling=2018,EXTENSIVE
f1400918,Nursing_Assistive_Personnel_Full_Time=2018,EXTENSIVE
f1401118,Nursing_Assistive_Personnel_Partial_Time=2018,EXTENSIVE
f1403118,#_Critical_Access_Hospitals=2018,EXTENSIVE
f1403218,#_Critical_Access_State_General_Hospital=2018,EXTENSIVE
f1403318,#_Rural_Referral_Centers=2018,EXTENSIVE
f1403418,#_Sole_Community_Providers=2018,EXTENSIVE
f1403518,#_Hospital_with_Hospitalists_Care=2018,EXTENSIVE
f1404118,Licensed_Beds_Total_Hospital=2018,EXTENSIVE
f1404218,Licensed_Beds_Short_Term_Hospital=2018,EXTENSIVE
f1404318,Licensed_Beds_Short_Non_General_Hospital=2018,EXTENSIVE
f1404418,Licensed_Beds_Long_Term_Hospital=2018,EXTENSIVE
f1404518,Licensed_Nursing_Home_Beds=2018,EXTENSIVE
f1404618,Licensed_Nursing_Home_Beds_Short_Term_General=2018,EXTENSIVE
f1404718,Licensed_Nursing_Home_Beds_Short_Term_Non_General=2018,EXTENSIVE
f1404818,Licensed_Nursing_Home_Beds_Long_Term=2018,EXTENSIVE
f1404918,Nursing_Home_Beds_Total_Hospital=2018,EXTENSIVE
f1405018,Nursing_Home_Beds_State_General_Hospital=2018,EXTENSIVE
f1405118,Nursing_Home_Beds_Short_Term_Non_General_Hospital=2018,EXTENSIVE
f1405218,Nursing_Home_Beds_Long_Term_Hospital=2018,EXTENSIVE
f1405318,Nursing_Home_Admissions_Total_Hospital=2018,EXTENSIVE
f1405418,Nursing_Home_Admissions_Short_Term_General_Hospital=2018,EXTENSIVE
f1405518,Nursing_Home_Admissions_Short_Term_Non_General_Long_Term=2018,EXTENSIVE
f1405618,Nursing_Home_Inpatient_Days=2018,EXTENSIVE
f1405718,Nursing_Home_Inpatient_Days_Short_Term_General=2018,EXTENSIVE
f1405818,Nursing_Home_Inpatient_Days_Short_Term_Non_General_Long_Term=2018,EXTENSIVE
f1406720,Core_Based_Statistical_Area_Indicator_Code=2020,META
f1406818,#_Hospital_with_Adult_Diagnostic_Catheterization=2018,EXTENSIVE
f1406918,#_Hospital_with_Pediatric_Diagnostic_Catheterization=2018,EXTENSIVE
f1407018,#Hispanic_with_Adult_Intervntnl_Cardiac_Catheterization=2018,EXTENSIVE
f1407118,#Hispanic_with_Pediatric_Intervntnl_Cardiac_Catheterization=2018,EXTENSIVE
f1407218,#_Hospital_with_Adult_Cardiac_Surgery=2018,EXTENSIVE
f1407318,#_Hospital_with_Pediatric_Cardiac_Surgery=2018,EXTENSIVE
f1407418,#_Hospital_with_Patient_Control_Analgesia=2018,EXTENSIVE
f1407518,#_Hospital_with_Shaped_Beam_Radiation_System=2018,EXTENSIVE
f1407618,#Hispanic_with_Bone_Marrow_Transplant_Service=2018,EXTENSIVE
f1407718,#_Hospital_with_Heart_Transplant=2018,EXTENSIVE
f1407818,#_Hospital_with_Kidney_Transplant=2018,EXTENSIVE
f1407918,#_Hospital_with_Liver_Transplant=2018,EXTENSIVE
f1408018,#_Hospital_with_Lung_Transplant=2018,EXTENSIVE
f1408118,#_Hospital_with_Tissue_Transplant=2018,EXTENSIVE
f1408218,#_Hospital_with_Other_Transplant_Service=2018,EXTENSIVE
f1408318,Population_Estimate_65+=2018,EXTENSIVE
f1408417,Food_Stamp_Supplemental_Nutrition_Assistance_Program_Recipients=2017,EXTENSIVE
f1409118,Housing_Units_Estimates=2018,EXTENSIVE
f1409218,Dentists_Partial_Time_Faculty_Partial_Time_Practice=2018,EXTENSIVE
f1409318,Dentists_Seeking_Employment=2018,EXTENSIVE
f1409418,Dentists_Occupation_Type_Unknown=2018,EXTENSIVE
f1409518,Dentists_Gender_Unknown_Private_Practice=2018,EXTENSIVE
f1409618,#_Hospital_with_Blood_Donor_Center=2018,EXTENSIVE
f1409718,#_Hospital_with_Cardiac_Rehabilitation=2018,EXTENSIVE
f1409818,#_Hospital_with_Computer_Assistant_Orthopedic_Surgical=2018,EXTENSIVE
f1410018,#_Hospital_with_Indigent_Care_Clinic=2018,EXTENSIVE
f1410118,#_Hospital_with_Mobile_Health_Services=2018,EXTENSIVE
f1410218,#_Hospital_with_Image_guided_Radiation_Therapy=2018,EXTENSIVE
f1410318,#_Hospital_with_Full_field_Digital_Mammography=2018,EXTENSIVE
f1410418,#Hispanic_with_Multislice_Spanish_Combined_Tomography_64+=2018,EXTENSIVE
f1410518,#_Hospital_with_Positron_Emission_Emission_Tomography_Computed_Tomography=2018,EXTENSIVE
f1410618,#_Hospital_with_Robotic_Surgery=2018,EXTENSIVE
f1410718,#_Hospital_with_Stereotactic_Radiosurgery=2018,EXTENSIVE
f1410818,#_Hospital_with_Virtual_Colonoscopy=2018,EXTENSIVE
f1411818,#_Acute_Long_Term_Care_State_Hospital=2018,EXTENSIVE
f1411918,#_Acute_Long_Term_Care_Long_Term_Hospital=2018,EXTENSIVE
f1412018,Inpatient_Days_in_State_Acute_Long_Term_Care=2018,EXTENSIVE
f1412118,Inpatient_Days_in_Long_Term_Acute_Long_Term_Care=2018,EXTENSIVE
f1412718,#_Hospital_with_Ambulatory_Surgery_Center=2018,EXTENSIVE
f1412918,Radiology_Technicians_Full_Time=2018,EXTENSIVE
f1413118,Radiology_Technicians_Partial_Time=2018,EXTENSIVE
f1413318,Laboratory_Technicians_Full_Time=2018,EXTENSIVE
f1413518,Laboratory_Technicians_Partial_Time=2018,EXTENSIVE
f1413718,Pharmacists_Licensed_Full_Time=2018,EXTENSIVE
f1413918,Pharmacists_Licensed_Partial_Time=2018,EXTENSIVE
f1414118,Pharmacy_Technicians_Full_Time=2018,EXTENSIVE
f1414318,Pharmacy_Technicians_Partial_Time=2018,EXTENSIVE
f1419320,Metropolitan_Division_Code=2020,META
f1419612,Medicaid_Eligibles_Total=2012,EXTENSIVE
f1419712,Medicaid_Eligibles_Male=2012,EXTENSIVE
f1419812,Medicaid_Eligibles_Females=2012,EXTENSIVE
f1419912,Medicaid_Eligibles_<_21=2012,EXTENSIVE
f1420012,Medicaid_Eligibles_21_64=2012,EXTENSIVE
f1420112,Medicaid_Eligibles_65+=2012,EXTENSIVE
f1420212,Medicaid_Eligibles_Children=2012,EXTENSIVE
f1420312,Medicaid_Eligibles_Adults=2012,EXTENSIVE
f1420412,Medicaid_Eligibles_Aged=2012,EXTENSIVE
f1420512,Medicaid_Eligible_Blind_Disabled=2012,EXTENSIVE
f1420612,Medicare_Medicaid_Dually_Eligible=2012,EXTENSIVE
f1420719,#_Medicare_Prescription_Drug_Plan_Enrollment=2019,EXTENSIVE
f1420819,%_Medicare_Prescription_Drug_Plan_Penetration=2019,INTENSIVE
f1420918,#_Hospital_with_Inpatient_Palliative_Creek_Unit=2018,EXTENSIVE
f1421018,#_Hospital_with_Endoscopic_Ultrasound=2018,EXTENSIVE
f1421118,#_Hospital_with_Ablation_of_Barrett's_Esophageal=2018,EXTENSIVE
f1421218,#_Hospital_with_Esophageal_Impedance_Study=2018,EXTENSIVE
f1421318,#_Hospital_with_Endoscopic_Retrograde_Cholangiopancreatography=2018,EXTENSIVE
f1421418,#_Hospital_with_Health_Research=2018,EXTENSIVE
f1421518,#_Hospital_with_Immunization_Program=2018,EXTENSIVE
f1421618,#_Hospital_with_Proton_Therapy=2018,EXTENSIVE
f1421718,#_Hospital_with_Intraoperative_Magnetic_Resonance_Imaging=2018,EXTENSIVE
f1421918,Respiratory_Therapists_Full_Time=2018,EXTENSIVE
f1422118,Respiratory_Therapists_Partial_Time=2018,EXTENSIVE
f1423713,Certified_Registered_Nurse_Anesthetists=2013,EXTENSIVE
f1433514,Percent_Foreign_Born_Population=2014-18,INTENSIVE
f1433614,Foreign_Born_Population=2014-18,EXTENSIVE
f1433714,#_Non_English_Speaking_Persons_5_17=2014-18,EXTENSIVE
f1433814,#_Non_English_Speaking_Persons_18+=2014-18,EXTENSIVE
f1433914,Household_Income_Under_$10000=2014-18,EXTENSIVE
f1434014,Household_Income_$10_000_14999=2014-18,EXTENSIVE
f1434114,Household_Income_$15_000_24999=2014-18,EXTENSIVE
f1434214,Household_Income_$25_000_49999=2014-18,EXTENSIVE
f1434314,Household_Income_$50_000_99999=2014-18,EXTENSIVE
f1434414,Household_Income_$100_000+=2014-18,EXTENSIVE
f1434614,Median_Family_Income=2014-18,INTENSIVE
f1434714,#_White_Households_with_Income_<_$10_000=2014-18,EXTENSIVE
f1434814,#_White_Households_Income_$10_000_14_999=2014-18,EXTENSIVE
f1434914,#_White_Households_Income_$15_000_24_999=2014-18,EXTENSIVE
f1435014,#_White_Households_Income_$25_000_49_999=2014-18,EXTENSIVE
f1435114,#_White_Households_Income_$50_000_99_999=2014-18,EXTENSIVE
f1435214,#_White_Households_Income_$100_000+=2014-18,EXTENSIVE
f1435314,#_Black_African_American_Household_Income_<_$10_000=2014-18,EXTENSIVE
f1435414,#_Black_African_American_Household_Income_$10_000_14_999=2014-18,EXTENSIVE
f1435514,#_Black_African_American_Household_Income_$15_000_24_999=2014-18,EXTENSIVE
f1435614,#_Black_African_American_Household_Income_$25_000_49_999=2014-18,EXTENSIVE
f1435714,#_Black_African_American_Household_Income_$50_000_99_999=2014-18,EXTENSIVE
f1435814,#_Black_African_American_Household_Income_$100_000+=2014-18,EXTENSIVE
f1435914,#_American_Indian_Alaska_Native_Household_Income_<_$10_000=2014-18,EXTENSIVE
f1436014,#American_Indian_Alaska_Native_Household_Income$10_000_14_999=2014-18,EXTENSIVE
f1436114,#American_Indian_Alaska_Native_Household_Income$15_000_24_999=2014-18,EXTENSIVE
f1436214,#American_Indian_Alaska_Native_Household_Income$25_000_49_999=2014-18,EXTENSIVE
f1436314,#American_Indian_Alaska_Native_Household_Income$50_000_99_999=2014-18,EXTENSIVE
f1436414,#_American_Indian_Alaska_Native_Household_Income_$100_000+=2014-18,EXTENSIVE
f1436514,#_Asian_Household_Income_<_$10_000=2014-18,EXTENSIVE
f1436614,#_Asian_Household_Income_$10_000_14_999=2014-18,EXTENSIVE
f1436714,#_Asian_Household_Income_$15_000_24_999=2014-18,EXTENSIVE
f1436814,#_Asian_Household_Income_$25_000_49_999=2014-18,EXTENSIVE
f1436914,#_Asian_Household_Income_$50_000_99_999=2014-18,EXTENSIVE
f1437014,#_Asian_Household_Income_$100_000+=2014-18,EXTENSIVE
f1437114,#_Native_Hawaiian_Pacific_Islander_Household_Income_<_$10_000=2014-18,EXTENSIVE
f1437214,#_Native_Hawaiian_Pacific_Islander_Household_Income_$10_000_14_999=2014-18,EXTENSIVE
f1437314,#_Native_Hawaiian_Pacific_Islander_Household_Income_$15_000_24_999=2014-18,EXTENSIVE
f1437414,#_Native_Hawaiian_Pacific_Islander_Household_Income_$25_000_49_999=2014-18,EXTENSIVE
f1437514,#_Native_Hawaiian_Pacific_Islander_Household_Income_$50_000_99_999=2014-18,EXTENSIVE
f1437614,#_Native_Hawaiian_Pacific_Islander_Household_Income_$100_000+=2014-18,EXTENSIVE
f1437714,#_Other_Race_Household_Income_<_$10_000=2014-18,EXTENSIVE
f1437814,#Other_Race_Household_Income$10_000_14_999=2014-18,EXTENSIVE
f1437914,#Other_Race_Household_Income$15_000_24_999=2014-18,EXTENSIVE
f1438014,#Other_Race_Household_Income$25_000_49_999=2014-18,EXTENSIVE
f1438114,#Other_Race_Household_Income$50_000_99_999=2014-18,EXTENSIVE
f1438214,#Other_Race_Household_Income_$100_000+=2014-18,EXTENSIVE
f1438314,#2+_Races_Household_Income_<_$10_000=2014-18,EXTENSIVE
f1438414,#2+_Race_Household_Income_$10_000_14_999=2014-18,EXTENSIVE
f1438514,#2+_Race_Household_Income_$15_000_24_999=2014-18,EXTENSIVE
f1438614,#2+_Race_Household_Income_$25_000_49_999=2014-18,EXTENSIVE
f1438714,#2+_Race_Household_Income_$50_000_99_999=2014-18,EXTENSIVE
f1438814,#2+_Races_Household_Income_$100_000+=2014-18,EXTENSIVE
f1438914,#_Hispanic_Latino_Household_Income_<$10_000=2014-18,EXTENSIVE
f1439014,#Hispanic_Latino_Household_Income$10_000_14_999=2014-18,EXTENSIVE
f1439114,#Hispanic_Latino_Household_Income$15_000_24_999=2014-18,EXTENSIVE
f1439214,#Hispanic_Latino_Household_Income$25_000_49_999=2014-18,EXTENSIVE
f1439314,#Hispanic_Latino_Household_Income$50_000_99_999=2014-18,EXTENSIVE
f1439414,#Hispanic_Latino_Household_Income_$100_000+=2014-18,EXTENSIVE
f1439514,#White_non_Hispanic_Household_Income_<_$10_000=2014-18,EXTENSIVE
f1439614,#White_non_Hispanic_Household_Income$10_000_14_999=2014-18,EXTENSIVE
f1439714,#White_non_Hispanic_Household_Income$15_000_24_999=2014-18,EXTENSIVE
f1439814,#White_non_Hispanic_Household_Income$25_000_49_999=2014-18,EXTENSIVE
f1439914,#White_non_Hispanic_Household_Income$50_000_99_999=2014-18,EXTENSIVE
f1440014,#White_non_Hispanic_Household_Income_$100_000+=2014-18,EXTENSIVE
f1440114,Ratio_of_Income_to_Poverty_level_<_0.5=2014-18,EXTENSIVE
f1440214,Ratio_of_Income_to_Poverty_Level_.5_.99=2014-18,EXTENSIVE
f1440314,Ratio_of_Income_to_Poverty_Level_1.0_1.24=2014-18,EXTENSIVE
f1440414,Ratio_of_Income_to_Poverty_Level_1.25_1.49=2014-18,EXTENSIVE
f1440514,Ratio_of_Income_to_Poverty_Level_1.5_1.84=2014-18,EXTENSIVE
f1440614,Ratio_of_Income_to_Poverty_Level_1.85_1.99=2014-18,EXTENSIVE
f1440714,Ratio_of_Income_to_Poverty_Level_2.0+=2014-18,EXTENSIVE
f1440814,%_Persons_Below_Poverty_Level=2014-18,INTENSIVE
f1441014,White_with_Poverty_Status_Determined=2014-18,EXTENSIVE
f1441114,Black_African_American_with_Poverty_Status_Detection=2014-18,EXTENSIVE
f1441214,American_Indian_Alaska_Native_with_Poverty_Status_Determined=2014-18,EXTENSIVE
f1441314,Asian_with_Poverty_Status_Determined=2014-18,EXTENSIVE
f1441414,Native_Hawaiian_Pacific_Islander_with_Poverty_Status_Determined=2014-18,EXTENSIVE
